Date,Account,Description,Category,Tags,Amount
2/6/2021,Chase Credit Card,I Love Bagels And Coffee,Groceries & Essentials,,-10
2/6/2021,Chase Credit Card,Sq *vaccaro's Bakery Of C,Gifts,,-19.99
2/6/2021,Chase Credit Card,Sts-mavis Tire 0305,Car Maintenance,,-87.85
2/6/2021,Chase Credit Card,Zola,Wedding,,-48.51
2/5/2021,Chase Credit Card,Ziavalentina.com,Groceries & Essentials,,-45.99
2/5/2021,Chase Credit Card,Dunkin' Donuts,Restaurants/Liquor,,-25
2/5/2021,Chase Credit Card,Liquor Basics,Restaurants/Liquor,,-20.25
2/5/2021,Chase Credit Card,Sp * Lovepopcards.com,Return Expense,,-15.99
2/5/2021,TD Invest,Sold 15 Bery @ 55,Securities Trades,,824.98
2/5/2021,TD Invest,Sold 35 Bery @ 54.62,Securities Trades,,1911.65
2/5/2021,TD Invest,Bought 16 Lite @ 90.283,Securities Trades,,-1444.53
2/5/2021,TD Invest,Bought 19 Pdex @ 26.6443,Securities Trades,,-506.24
2/5/2021,TD Invest,Sold 10 Avlr @ 173.5918,Securities Trades,,1735.88
2/5/2021,Chase Credit Card,Payment Thank You - Web,Credit Card Payments,,1330.73
2/5/2021,Short Term Savings (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,150
2/5/2021,Spend (PNC),Ach Credit Xxxxx6013 L3harris Technol Payroll,Paychecks/Salary,,2227.86
2/5/2021,Spend (PNC),Twh Auto Transfer To Xxxxx3314,Savings,,-150
2/5/2021,TD Invest,Recurring Electronic Funding,Transfers,,250
2/4/2021,Chase Credit Card,365 Market B Xxx Xxx-3299,Restaurants/Liquor,,-9.49
2/4/2021,TD Invest,Bought 32 Slvp @ 15.59,Securities Trades,,-498.88
2/3/2021,TD Invest,Bought 65 Uvxy @ 11.425,Securities Trades,,-742.63
2/3/2021,TD Invest,Bought 15 Ssnc @ 65.5589,Securities Trades,,-983.38
2/3/2021,TD Invest,Bought 3 Appf @ 153.5143,Securities Trades,,-460.54
2/3/2021,Short Term Savings (PNC),Online Transfer From Xxxxx3306,Transfers,,3451
2/3/2021,Reserve (PNC),Online Transfer To Xxxxx3314,Transfers,,-3451
2/3/2021,Spend (PNC),Ach Webrecur Xxxxx4861 Elizabethtowngas Et Gas,Gas/Electric Bill,,-27.03
2/3/2021,Spend (PNC),The Park Hotels,Rent,,-2297.5
2/3/2021,Chase Credit Card,Shoprite,Groceries & Essentials,,-176.75
2/2/2021,TD Invest,Bought 75 Bp @ 20.6875,Securities Trades,,-1551.56
2/2/2021,TD Invest,Bought 22 Mxl @ 32.9034,Securities Trades,,-723.87
2/2/2021,TD Invest,Bought 44 Usau @ 11.2588,Securities Trades,,-495.39
2/2/2021,TD Invest,Bought 22 Elf @ 22.1778,Securities Trades,,-487.91
2/2/2021,Short Term Savings (PNC),Online Transfer To Xxxxx3293,Transfers,,-500
2/2/2021,Spend (PNC),Online Transfer From Xxxxx3314,Transfers,,500
2/2/2021,Spend (PNC),Ach Credit Cbmec2myvhkkfjy Chase Credit Crd Rwrd Rdm,Cash Back,,220.67
2/2/2021,Spend (PNC),Debit Card Purchase Xxxxx9443 Usfaspca Pet Insur Xxxxx6764 Oh,Pets/Pet Care,,-31.42
2/2/2021,Spend (PNC),Geico,Car Insurance,,-173.67
2/2/2021,Chase Credit Card,Amazon - Drone Props,Pets/Pet Care,,-9.59
2/1/2021,Chase Credit Card,Microsoft,TV/Internet/Phone & Subscriptions,,-74.63
2/1/2021,Chase Credit Card,Westfield,Pets/Pet Care,,-283.52
2/1/2021,Chase Credit Card,Hulu,TV/Internet/Phone & Subscriptions,,-12.39
2/1/2021,Short Term Savings (PNC),Online Transfer To Xxxxx3293,Transfers,,-500
2/1/2021,Spend (PNC),Fidelity Investments,Investments,,-50
2/1/2021,Spend (PNC),Online Transfer From Xxxxx3314,Transfers,,500
2/1/2021,TD Invest,Sold 10 Tqqq @ 97.7401,Securities Trades,,977.38
2/1/2021,TD Invest,Bought 30 Slvp @ 18.1298,Securities Trades,,-543.89
2/1/2021,College 529,You Bought Contribution Periodic Investment Nh Aggressive Growth Port,Securities Trades,,-7.5
2/1/2021,College 529,You Bought Contribution Periodic Investment Nh Moderate Growth Port,Securities Trades,,-7.5
2/1/2021,College 529,You Bought Contribution Periodic Investment Nh Money Market,Securities Trades,,-5
2/1/2021,College 529,You Bought Contribution Periodic Investment Nh Fidelity 500 Index,Securities Trades,,-5
2/1/2021,College 529,You Bought Contribution Periodic Investment Nh Total Market Index,Securities Trades,,-10
2/1/2021,College 529,You Bought Contribution Periodic Investment Nh Aggressive Growth Port,Securities Trades,,-5
2/1/2021,College 529,You Bought Contribution Periodic Investment Nh Moderate Growth Port,Securities Trades,,-5
2/1/2021,College 529,You Bought Contribution Periodic Investment Nh International Index,Securities Trades,,-5
2/1/2021,Spend (BOA),Online Banking Transfer To Sav 6703 Confirmation# Xxxxxx4380,Transfers,,-5043.64
2/1/2021,Spend (BOA),Chase,Credit Card Payments,,-394.61
2/1/2021,Short Term Savings (BOA),Online Banking Transfer From Chk 9148 Confirmation# Xxxxxx4380,Transfers,,5043.64
2/1/2021,Short Term Savings (BOA),Bank Of America Des:cashreward Id:barresi Indn:xxxxxxxxxxxxxxxxxx0000 Co Id:2002,Cash Back,,45.88
2/1/2021,Short Term Savings (BOA),"Goldman Sachs Ba Des:collection Id:xxxxxxxxxxx3584 Indn:thornton,richard Co Id:0124",Savings,,-5236.34
2/1/2021,L'oreal Usa Inc. 401k,Contribution Vtiax,Retirement Contributions,,72.83
2/1/2021,L'oreal Usa Inc. 401k,Contribution Viiix,Retirement Contributions,,145.67
2/1/2021,L'oreal Usa Inc. 401k,Contribution Svfq,Retirement Contributions,,72.83
2/1/2021,L'oreal Usa Inc. 401k,Contribution T5o,Retirement Contributions,,437
2/1/2021,L'oreal Usa Inc. 401k,Contribution Vtiax,Retirement Contributions,,29.13
2/1/2021,L'oreal Usa Inc. 401k,Contribution Viiix,Retirement Contributions,,58.27
2/1/2021,L'oreal Usa Inc. 401k,Contribution Svfq,Retirement Contributions,,29.13
2/1/2021,L'oreal Usa Inc. 401k,Contribution T5o,Retirement Contributions,,174.8
2/1/2021,Long Term Savings (Goldman),Internet Transfer From Bank Of America N.a. Dda Account ********6703,Transfers,,5236.34
2/1/2021,College 529,Money Line Received Eft Funds Received Erxxxx7922,Transfers,,50
1/31/2021,Health Savings Account - Ending in 5417,Interest,Interest,,0.02
1/31/2021,Chase Credit Card,Red Bank Veterinary Ho,Pets/Pet Care,,-651.17
1/31/2021,Chase Credit Card,Ozya Bagel Llc,Restaurants/Liquor,,-10.93
1/31/2021,Chase Credit Card,Amazon,Return Income,,151.63
1/31/2021,Chase Credit Card,Amazon - Cat Drone,Pets/Pet Care,,-23.45
1/31/2021,Long Term Savings (Goldman),Sav Increase Int Paid,Interest,,31.14
1/31/2021,Short Term Savings (PNC),Interest Payment,Interest,,0.25
1/30/2021,Chase Credit Card,Ferraros South,Restaurants/Liquor,,-64.91
1/30/2021,Chase Credit Card,Tst* Imm Thai,Restaurants/Liquor,,-14.02
1/30/2021,Chase Credit Card,Payment Thank You-mobile,Credit Card Payments,,394.61
1/30/2021,Chase Credit Card,Amazon - Three Hole Punch,Office Maintenance,,-9.37
1/30/2021,Chase Credit Card,Amazon,Return Expense,,-151.63
1/29/2021,TD Invest,Sold 100 Slvp @ 17,Securities Trades,,1699.95
1/29/2021,TD Invest,Bought 50 Bery @ 49.3199,Securities Trades,,-2466
1/29/2021,TD Invest,Bought 7 Appf @ 158.3299,Securities Trades,,-1108.31
1/29/2021,TD Invest,Bought 10 Tqqq @ 90.86,Securities Trades,,-908.6
1/29/2021,TD Invest,Free Balance Interest Adjustment,Investment Income,,0.21
1/29/2021,Spend (PNC),Ach Debit Xxxxx2808 Public Service Pseg,Gas/Electric Bill,,-120.53
1/29/2021,Spend (BOA),L'oreal Usa,Paychecks/Salary,,4473.87
1/29/2021,L'oreal Usa Inc. 401k,Earnings - Dividends Svfq,Securities Trades,,0.36
1/29/2021,L'oreal Usa Inc. 401k,Earnings - Dividends Svfq,Securities Trades,,0.68
1/29/2021,College 529,Money Line Received,Transfers,,50
1/28/2021,Discover Credit Card,Sunoco,Gasoline/Fuel,,-27.3
1/28/2021,TD Invest,Bought 8 Avlr @ 149.56,Securities Trades,,-1196.48
1/28/2021,TD Invest,Bought 2 Avlr @ 149.55,Securities Trades,,-299.1
1/28/2021,Spend (PNC),Ach Credit Xxxxx5417 Hsa Bank Other Tran,Transfers,,0.57
1/28/2021,Spend (PNC),Hsa Bank,Transfers,,-0.57
1/27/2021,Spend (PNC),Honda,Car Loan,,-316
1/27/2021,Spend (PNC),Usaa,Insurance,", ",-182.62
1/27/2021,Chase Credit Card,Amazon,Groceries & Essentials,,-10
1/27/2021,L3harris 401k,Lifecycle Fund Xx60 - Exchange In,Securities Trades,,87.69
1/27/2021,L3harris 401k,Lifecycle Fund Xx60 - Contribution,Retirement Contributions,,116.92
1/27/2021,L3harris 401k,Large Cap Core Eq - Exchange In,Securities Trades,,54.81
1/27/2021,L3harris 401k,Large Cap Core Eq - Contribution,Retirement Contributions,,73.08
1/27/2021,L3harris 401k,L3harris Stock Fund - Exchange Out,Transfers,,-186.34
1/27/2021,L3harris 401k,L3harris Stock Fund - Contribution,Retirement Contributions,,263.08
1/27/2021,L3harris 401k,Index Equity Fund - Exchange In,Securities Trades,,43.84
1/27/2021,L3harris 401k,Index Equity Fund - Contribution,Retirement Contributions,,58.46
1/27/2021,Spend (BOA),L'oreal Usa,Paychecks/Salary,,516.99
1/27/2021,Short Term Savings (BOA),Interest Earned,Interest,,0.08
1/27/2021,TD Invest,Sold 100 Uvxy @ 11.52,Securities Trades,,1151.96
1/27/2021,TD Invest,Bought 15 Aap @ 147.3682,Securities Trades,,-2210.52
1/27/2021,TD Invest,Bought 6 Vz @ 55.425,Securities Trades,,-332.55
1/27/2021,TD Invest,Bought 100 Slvp @ 14.905,Securities Trades,,-1490.5
1/27/2021,TD Invest,Bought 30 Pdex @ 33.4734,Securities Trades,,-1004.2
1/26/2021,Chase Credit Card,Shutterfly - Apron,Gifts,,-31.98
1/26/2021,Chase Credit Card,"Amazon Marketplace - Kevin/Grace Gifts, Salt",General Merchandise,", ",-104.61
1/26/2021,TD Invest,Bought 100 Uvxy @ 10.4999,Securities Trades,,-1049.99
1/26/2021,TD Invest,Bought 40 Cstm @ 12.92,Securities Trades,,-516.8
1/26/2021,Auto - Ending in 7460,Payment Received - Thank You!,Transfers,,316
1/25/2021,Chase Credit Card,Amazon,Groceries & Essentials,,-87.37
1/25/2021,TD Invest,Sold 48 Pets @ 34.5241,Securities Trades,,1657.11
1/25/2021,TD Invest,Sold 12 Pets @ 34.51,Securities Trades,,414.11
1/25/2021,TD Invest,Sold 75 Uvxy @ 10.7817,Securities Trades,,808.6
1/25/2021,Spend (PNC),Td Ameritrade,Investments,,-250
1/25/2021,Spend (PNC),Chase,Credit Card Payments,,-396.67
1/25/2021,Spend (PNC),Ach Webrecur Xxxxx3584 Goldman Sachs Ba Collection,Savings,,-200
1/25/2021,Long Term Savings (Goldman),"Internet Transfer From Pnc Bank, New Jersey Dda Account ******3293",Transfers,,200
1/24/2021,Chase Credit Card,Zola,Wedding,,-0.69
1/23/2021,Chase Credit Card,Colorco,Personal Care/Hair,,-24.36
1/23/2021,Chase Credit Card,Tst* Imm Thai,Restaurants/Liquor,,-23.54
1/22/2021,Discover Credit Card,Acme 1782 Clark Nj,Groceries & Essentials,,-35.22
1/22/2021,Chase Credit Card,Liquor Basics,Restaurants/Liquor,,-42.63
1/22/2021,Short Term Savings (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,150
1/22/2021,Reserve (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,75
1/22/2021,Spend (PNC),Twh Auto Transfer To Xxxxx3314,Savings,,-150
1/22/2021,Spend (PNC),Ach Credit Xxxxx6013 L3harris Technol Payroll,Paychecks/Salary,,2227.86
1/22/2021,Spend (PNC),Twh Auto Transfer To Xxxxx3306,Savings,,-75
1/22/2021,Chase Credit Card,Payment Thank You-mobile,Credit Card Payments,,396.67
1/22/2021,TD Invest,Recurring Electronic Funding,Transfers,,250
1/21/2021,Discover Credit Card,Fresh Patch,Pets/Pet Care,,-41.58
1/21/2021,Chase Credit Card,Chewy,Pets/Pet Care,,-69.43
1/20/2021,TD Invest,Bought 17 Pets @ 29.8237,Securities Trades,,-507
1/20/2021,TD Invest,Bought 26 Vz @ 56.775,Securities Trades,,-1476.15
1/20/2021,TD Invest,Bought 75 Uvxy @ 10.305,Securities Trades,,-772.88
1/20/2021,TD Invest,Bought 10 Pets @ 29.8881,Securities Trades,,-298.88
1/20/2021,TD Invest,Bought 33 Pets @ 29.905,Securities Trades,,-986.87
1/20/2021,Spend (PNC),Mobile Deposit Xxxxx1219,Deposits,,150
1/20/2021,Spend (BOA),Plymouth Rock,Car Insurance,,-288.82
1/19/2021,Spend (PNC),Chase,Credit Card Payments,,-84.94
1/19/2021,L'oreal Usa Inc. 401k,Earnings - Dividends Svf-n,Securities Trades,,0.48
1/19/2021,L'oreal Usa Inc. 401k,Earnings - Dividends Svf-n,Securities Trades,,0.89
1/19/2021,L'oreal Usa Inc. 401k,Transfer-out Svf-n,Transfers,,-578.03
1/19/2021,L'oreal Usa Inc. 401k,Transfer-out Svf-n,Transfers,,-1075.59
1/19/2021,L'oreal Usa Inc. 401k,Transfer-in Svfq,Transfers,,578.03
1/19/2021,L'oreal Usa Inc. 401k,Transfer-in Svfq,Transfers,,1075.59
1/18/2021,Chase Credit Card,Amazon - Humidifier,General Merchandise,,-40.51
1/17/2021,Chase Credit Card,Amazon.com,Groceries & Essentials,,-10
1/16/2021,Chase Credit Card,Clark Supreme Bagels,Groceries & Essentials,,-13.64
1/15/2021,Health Savings Account - Ending in 5417,Employer Contribution,Retirement Contributions,,500
1/15/2021,Chase Credit Card,Acme Fresh Market,Groceries & Essentials,,-113.95
1/15/2021,Chase Credit Card,Amazon.com,Groceries & Essentials,,-134.99
1/15/2021,Chase Credit Card,Michaels Stores 1233,General Merchandise,,-35.8
1/15/2021,Discover Credit Card,The Home Depot,Home Improvement,", ",-21.61
1/15/2021,Reserve (PNC),Interest Payment,Interest,,0.03
1/15/2021,Spend (PNC),Interest Payment,Interest,,0.03
1/15/2021,Chase Credit Card,Payment Thank You-mobile,Credit Card Payments,,84.94
1/13/2021,Chase Credit Card,Exxonmobil,Gasoline/Fuel,,-32.05
1/13/2021,Chase Credit Card,Le Shoppe Company St,Personal Care/Hair,,-15.73
1/13/2021,Spend (PNC),Chase,Credit Card Payments,,-413.11
1/13/2021,Spend (PNC),Verizon,TV/Internet/Phone & Subscriptions,,-54.99
1/13/2021,L3harris 401k,Lifecycle Fund Xx60 - Exchange In,Securities Trades,,87.69
1/13/2021,L3harris 401k,Lifecycle Fund Xx60 - Contribution,Retirement Contributions,,116.92
1/13/2021,L3harris 401k,Large Cap Core Eq - Exchange In,Securities Trades,,54.81
1/13/2021,L3harris 401k,Large Cap Core Eq - Contribution,Retirement Contributions,,73.08
1/13/2021,L3harris 401k,L3harris Stock Fund - Exchange Out,Transfers,,-186.34
1/13/2021,L3harris 401k,L3harris Stock Fund - Contribution,Retirement Contributions,,263.08
1/13/2021,L3harris 401k,Index Equity Fund - Exchange In,Securities Trades,,43.84
1/13/2021,L3harris 401k,Index Equity Fund - Contribution,Retirement Contributions,,58.46
1/12/2021,Chase Credit Card,Green Grove Florist,Gifts,,-63.95
1/12/2021,Spend (BOA),Zelle,Deposits,,30
1/12/2021,Chase Credit Card,Payment Thank You-mobile,Credit Card Payments,,413.11
1/11/2021,Discover Credit Card,Sunoco,Gasoline/Fuel,,-27.9
1/11/2021,Chase Credit Card,365 Market B Xxx Xxx-3299,Restaurants/Liquor,,-1.92
1/11/2021,Chase Credit Card,Tst* Imm Thai,Restaurants/Liquor,,-19.07
1/11/2021,Spend (PNC),Td Ameritrade,Investments,,-250
1/11/2021,Spend (PNC),Ach Webrecur Xxxxx3584 Goldman Sachs Ba Collection,Savings,,-200
1/11/2021,Long Term Savings (Goldman),"Internet Transfer From Pnc Bank, New Jersey Dda Account ******3293",Transfers,,200
1/9/2021,Chase Credit Card,Delicious Orchards,Restaurants/Liquor,,-5.1
1/9/2021,Chase Credit Card,Delicious Orchards,Groceries & Essentials,,-37.15
1/8/2021,Chase Credit Card,Acme Fresh Market,Groceries & Essentials,,-89.66
1/8/2021,Chase Credit Card,"Amazon Marketplace - Baking/Cooking Supplies, Shampoo",General Merchandise,", ",-194.68
1/8/2021,Short Term Savings (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,150
1/8/2021,Reserve (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,75
1/8/2021,Spend (PNC),Twh Auto Transfer To Xxxxx3314,Savings,,-150
1/8/2021,Spend (PNC),Ach Credit Xxxxx6013 L3harris Technol Payroll,Paychecks/Salary,,2227.86
1/8/2021,Spend (PNC),Twh Auto Transfer To Xxxxx3306,Savings,,-75
1/8/2021,Spend (BOA),Bank Of America,Car Loan,,-309.66
1/8/2021,TD Invest,Recurring Electronic Funding,Transfers,,250
1/7/2021,Chase Credit Card,Tst* Imm Thai,Restaurants/Liquor,,-14.6
1/7/2021,Chase Credit Card,365 Market B Xxx Xxx-3299,Restaurants/Liquor,,-1.92
1/7/2021,Spend (BOA),Zelle,Transfers,,100
1/7/2021,Spend (BOA),Chase,Credit Card Payments,,-1450.25
1/6/2021,Chase Credit Card,E-zpass,Travel,,-70
1/5/2021,Chase Credit Card,Payment Thank You-mobile,Credit Card Payments,,1450.25
1/4/2021,TD Invest,Sold 150 Uvxy @ 11.8099,Securities Trades,,1771.43
1/4/2021,TD Invest,Sold 200 Spxu @ 6.192,Securities Trades,,1238.35
1/4/2021,L3harris 401k,Lifecycle Fund Xx60 - Recordkeeping Fee,Service Charges/Fees,,-2.56
1/4/2021,L3harris 401k,Large Cap Core Eq - Recordkeeping Fee,Service Charges/Fees,,-1.64
1/4/2021,L3harris 401k,L3harris Stock Fund - Recordkeeping Fee,Service Charges/Fees,,-0.79
1/4/2021,L3harris 401k,Index Equity Fund - Recordkeeping Fee,Service Charges/Fees,,-1.26
1/4/2021,Spend (PNC),The Park Hotels,Rent,,-2304.04
1/4/2021,Spend (PNC),Ach Webrecur Xxxxx0490 Elizabethtowngas Et Gas,Gas/Electric Bill,,-21.34
1/4/2021,Spend (PNC),Fidelity Investments,Investments,,-50
1/4/2021,College 529,You Bought Contribution Periodic Investment Nh Aggressive Growth Port,Securities Trades,,-7.5
1/4/2021,College 529,You Bought Contribution Periodic Investment Nh Moderate Growth Port,Securities Trades,,-7.5
1/4/2021,College 529,You Bought Contribution Periodic Investment Nh Money Market,Securities Trades,,-5
1/4/2021,College 529,You Bought Contribution Periodic Investment Nh Fidelity 500 Index,Securities Trades,,-5
1/4/2021,College 529,You Bought Contribution Periodic Investment Nh Total Market Index,Securities Trades,,-10
1/4/2021,College 529,You Bought Contribution Periodic Investment Nh Aggressive Growth Port,Securities Trades,,-5
1/4/2021,College 529,You Bought Contribution Periodic Investment Nh Moderate Growth Port,Securities Trades,,-5
1/4/2021,College 529,You Bought Contribution Periodic Investment Nh International Index,Securities Trades,,-5
1/4/2021,College 529,Money Line Received Eft Funds Received Erxxxx2330,Transfers,,50
1/3/2021,Chase Credit Card,Stitch Fix,Return,,20
1/2/2021,Chase Credit Card,Dunkin' Donuts,Restaurants/Liquor,,-25
1/2/2021,Chase Credit Card,Lifeboost,Groceries & Essentials,,-34.57
1/2/2021,Chase Credit Card,Sp * Volcanica Coffee,Groceries & Essentials,,-23.94
1/2/2021,Chase Credit Card,Slice*trevisquarepizza,Restaurants/Liquor,,-45.98
1/1/2021,Health Savings Account - Ending in 5417,Participant Contribution,Retirement Contributions,,0.01
1/1/2021,Chase Credit Card,Hulu,TV/Internet/Phone & Subscriptions,,-12.39
1/1/2021,Chase Credit Card,Amazon,Groceries & Essentials,,-20
12/31/2020,Chase Credit Card,Acme Fresh Market,Return Income,,153.78
12/31/2020,Chase Credit Card,Acme Fresh Market,Groceries & Essentials,,-153.78
12/31/2020,Chase Credit Card,"Amazon Marketplace - Shelf, Shoes, Shoe Rack",General Merchandise,", ",-121.37
12/31/2020,Short Term Savings (PNC),Interest Payment,Interest,,0.23
12/31/2020,TD Invest,Free Balance Interest Adjustment,Investment Income,,0.22
12/31/2020,Spend (BOA),L'oreal Usa,Paychecks/Salary,,4129.99
12/31/2020,Spend (BOA),Rutgers University,Paychecks/Salary,,158.63
12/31/2020,L'oreal Usa Inc. 401k,Contribution Vtiax,Retirement Contributions,,66.21
12/31/2020,L'oreal Usa Inc. 401k,Contribution Svf-n,Retirement Contributions,,66.21
12/31/2020,L'oreal Usa Inc. 401k,Contribution Viiix,Retirement Contributions,,132.41
12/31/2020,L'oreal Usa Inc. 401k,Contribution T5o,Retirement Contributions,,397.25
12/31/2020,L'oreal Usa Inc. 401k,Contribution Vtiax,Retirement Contributions,,26.48
12/31/2020,L'oreal Usa Inc. 401k,Contribution Svf-n,Retirement Contributions,,26.49
12/31/2020,L'oreal Usa Inc. 401k,Contribution Viiix,Retirement Contributions,,52.96
12/31/2020,L'oreal Usa Inc. 401k,Contribution T5o,Retirement Contributions,,158.9
12/31/2020,L'oreal Usa Inc. 401k,Fees Vtiax,Securities Trades,,-0.28
12/31/2020,L'oreal Usa Inc. 401k,Fees Vtiax,Securities Trades,,-0.52
12/31/2020,L'oreal Usa Inc. 401k,Fees Svf-n,Securities Trades,,-0.24
12/31/2020,L'oreal Usa Inc. 401k,Fees Svf-n,Securities Trades,,-0.44
12/31/2020,L'oreal Usa Inc. 401k,Fees Viiix,Securities Trades,,-0.57
12/31/2020,L'oreal Usa Inc. 401k,Fees Viiix,Securities Trades,,-1.05
12/31/2020,L'oreal Usa Inc. 401k,Fees T5o,Securities Trades,,-1.73
12/31/2020,L'oreal Usa Inc. 401k,Fees T5o,Securities Trades,,-3.17
12/31/2020,L'oreal Usa Inc. 401k,Earnings - Gain/loss Vtiax,Securities Trades,,0.04
12/31/2020,L'oreal Usa Inc. 401k,Earnings - Gain/loss Vtiax,Securities Trades,,0.08
12/31/2020,L'oreal Usa Inc. 401k,Earnings - Gain/loss Viiix,Securities Trades,,0.09
12/31/2020,L'oreal Usa Inc. 401k,Earnings - Gain/loss Viiix,Securities Trades,,0.14
12/31/2020,L'oreal Usa Inc. 401k,Earnings - Gain/loss T5o,Securities Trades,,0.34
12/31/2020,L'oreal Usa Inc. 401k,Earnings - Gain/loss T5o,Securities Trades,,0.58
12/31/2020,L'oreal Usa Inc. 401k,Earnings - Dividends Svf-n,Securities Trades,,1.04
12/31/2020,L'oreal Usa Inc. 401k,Earnings - Dividends Svf-n,Securities Trades,,1.91
12/31/2020,Long Term Savings (Goldman),Sav Increase Int Paid,Interest,,30.87
12/31/2020,College 529,Money Line Received,Transfers,,50
12/30/2020,Chase Credit Card,Amazon Marketplace - Pet Pen,Pets/Pet Care,,-59.68
12/30/2020,Chase Credit Card,"Amazon Marketplace - Mattress Cover, Socks/Strap, Hangars, Litter Acc's",General Merchandise,", , ",-96.76
12/30/2020,Chase Credit Card,Stitch Fix,Clothing/Shoes/Makeup,,-20
12/30/2020,L3harris 401k,Lifecycle Fund Xx60 - Exchange In,Securities Trades,,87.69
12/30/2020,L3harris 401k,Lifecycle Fund Xx60 - Contribution,Retirement Contributions,,116.92
12/30/2020,L3harris 401k,Large Cap Core Eq - Exchange In,Securities Trades,,54.81
12/30/2020,L3harris 401k,Large Cap Core Eq - Contribution,Retirement Contributions,,73.08
12/30/2020,L3harris 401k,L3harris Stock Fund - Exchange Out,Transfers,,-186.34
12/30/2020,L3harris 401k,L3harris Stock Fund - Contribution,Retirement Contributions,,263.08
12/30/2020,L3harris 401k,Index Equity Fund - Exchange In,Securities Trades,,43.84
12/30/2020,L3harris 401k,Index Equity Fund - Contribution,Retirement Contributions,,58.46
12/29/2020,Spend (PNC),Td Ameritrade,Investments,,-250
12/29/2020,Spend (PNC),Honda,Car Loan,,-316
12/29/2020,Spend (PNC),Ach Debit Xxxxx2808 Public Service Pseg,Gas/Electric Bill,,-136.86
12/29/2020,Spend (PNC),Usaa,Insurance,", ",-182.62
12/29/2020,Chase Credit Card,Amazon.com,Groceries & Essentials,,-141.92
12/29/2020,Chase Credit Card,Amazon Marketplace - Ink,Office Maintenance,,-64.82
12/29/2020,Short Term Savings (BOA),Interest Earned,Interest,,0.09
12/29/2020,L'oreal Usa Inc. 401k,Earnings - Dividends Viiix,Securities Trades,,19.48
12/29/2020,L'oreal Usa Inc. 401k,Earnings - Dividends Viiix,Securities Trades,,35.2
12/29/2020,TD Invest,Bought 200 Spxu @ 5.9282,Securities Trades,,-1185.64
12/28/2020,Chase Credit Card,I Love Bagels And Coffee,Groceries & Essentials,,-12.5
12/28/2020,TD Invest,Bought 150 Uvxy @ 10.55,Securities Trades,,-1582.5
12/28/2020,Spend (PNC),Ach Webrecur Xxxxx3584 Goldman Sachs Ba Collection,Savings,,-200
12/28/2020,Long Term Savings (Goldman),"Internet Transfer From Pnc Bank, New Jersey Dda Account ******3293",Transfers,,200
12/28/2020,TD Invest,Recurring Electronic Funding,Transfers,,250
12/27/2020,Discover Credit Card,Sunoco,Gasoline/Fuel,,-25.62
12/26/2020,Auto - Ending in 7460,Payment Received - Thank You!,Transfers,,316
12/24/2020,Spend (BOA),Bank Of America,Credit Card Payments,,-901.24
12/24/2020,Short Term Savings (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,150
12/24/2020,Reserve (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,75
12/24/2020,Spend (PNC),Twh Auto Transfer To Xxxxx3314,Savings,,-150
12/24/2020,Spend (PNC),Ach Credit Xxxxx6013 L3harris Technol Payroll,Paychecks/Salary,,2285.89
12/24/2020,Spend (PNC),Twh Auto Transfer To Xxxxx3306,Savings,,-75
12/24/2020,BOA Credit Card,Payment - Thank You,Credit Card Payments,,901.24
12/24/2020,Chase Credit Card,Panera Bread,Restaurants/Liquor,,-17.96
12/23/2020,Discover Credit Card,Hewlett-packard,Return Income,,586.39
12/23/2020,Chase Credit Card,Amazon Marketplace - ASPCA Donations,Charity,,-26.65
12/22/2020,Chase Credit Card,Amazon Marketplace - Breakfast Kit,Gifts,,-68.48
12/21/2020,TD Invest,Qualified Dividend (bp),Investment Income,,67.6
12/21/2020,TD Invest,Adr Fee (bp),Service Charges/Fees,,-1.07
12/21/2020,TD Invest,Bought 3.233 Bp @ 20.5776,Securities Trades,,-66.52
12/18/2020,Spend (PNC),Mobile Deposit Xxxxx6893,Deposits,,150
12/18/2020,L'oreal Usa Inc. 401k,Earnings - Dividends Vtiax,Securities Trades,,6.33
12/18/2020,L'oreal Usa Inc. 401k,Earnings - Dividends Vtiax,Securities Trades,,11.59
12/17/2020,Chase Credit Card,China Moon,Restaurants/Liquor,,-18.73
12/17/2020,Spend (BOA),L'oreal Usa,Paychecks/Salary,,1442.26
12/17/2020,Spend (BOA),Chase,Credit Card Payments,,-2819.15
12/17/2020,Spend (BOA),Plymouth Rock,Car Insurance,,-288.83
12/17/2020,BOA Credit Card,Dell,General Merchandise,,-901.24
12/17/2020,Spend (PNC),Discover Bank,Credit Card Payments,,-66.64
12/16/2020,L3harris 401k,Lifecycle Fund Xx60 - Exchange In,Securities Trades,,87.69
12/16/2020,L3harris 401k,Lifecycle Fund Xx60 - Contribution,Retirement Contributions,,116.92
12/16/2020,L3harris 401k,Large Cap Core Eq - Exchange In,Securities Trades,,54.81
12/16/2020,L3harris 401k,Large Cap Core Eq - Contribution,Retirement Contributions,,73.08
